1000;50;9460461017585217846063722277728044918729694001668654064793569321343252697198115263280;1353813;
1000;100;63850511926305130236698511142022274281262900693853331776286816221524376994750901948920974351797699894319420811933446197797592213357065053890;1645226;
1000;150;134317189810040760967419582345250551827110019652137468411615687447705278749477270931573278010693632037185896760556578312544217595725228011658994854183223286803709296180793462348325880;1598720;
1000;200;661715556065930365627163346132458831897321703017638669364788134708891795956726411057801285583913163781806953211915554723373931451847059830252175887712457307547649354135460619296383882957897161889636280577155889117185;2015146;
1000;250;482284039183698367247163855666563193466304485137021926744688165745828811748082086751147144636948868746219214197347169818486818535703053890883599494151840111032311896169133599164019027464839145571836861640129840767241912717966638883534779910528;1882454;
1000;300;542825004640614064815358503892902599588060075560435179852301016412253602009800031872232761420804306539976220810204913677796961128392686442868524741815732892024613137013599170443939815681313827516308854820419235457578544489551749630302863689773725905288736148678480;1491200;
1000;350;4025308162021373516386829527220650001659391801539037642238808957810725229506095175391454365393877545632524054384966773106522024049373714235392959191302308275876331426997019445576608713920039455973947201285987499931732738384080965735100423956141625761749936167294263379204484329840;2752000;
1000;400;496527238625422886115073562889623132621341353659827604662932184012645905732096457382164964136575507417172339042089778751904887857092411910579077412408539948204974129778390437393954251676800524680653478266662364352619244180931154020701111982328000776980305955525649501369943202079996789539150;1250133;
1000;450;1815106063480727361960813747213571749419307018855131221324542285332663551324728466064953706908283339902710159514744795521045930723879972934704190649712073081414374433259569163098330115121329285792345045106443769073095163216819105139317611371441753158613294566685568520812235287792952172915406324300;1167360;
1000;500;270288240945436569515614693625975275496152008446548287007392875106625428705522193898612483924502370165362606085021546104802209750050679917549894219699518475423665484263751733356162464079737887344364574161119497604571044985756287880514600994219426752366915856603136862602484428109296905863799821216320;1203200;
1000;550;1815106063480727361960813747213571749419307018855131221324542285332663551324728466064953706908283339902710159514744795521045930723879972934704190649712073081414374433259569163098330115121329285792345045106443769073095163216819105139317611371441753158613294566685568520812235287792952172915406324300;1000533;
1000;600;496527238625422886115073562889623132621341353659827604662932184012645905732096457382164964136575507417172339042089778751904887857092411910579077412408539948204974129778390437393954251676800524680653478266662364352619244180931154020701111982328000776980305955525649501369943202079996789539150;840107;
1000;650;4025308162021373516386829527220650001659391801539037642238808957810725229506095175391454365393877545632524054384966773106522024049373714235392959191302308275876331426997019445576608713920039455973947201285987499931732738384080965735100423956141625761749936167294263379204484329840;1041493;
1000;700;542825004640614064815358503892902599588060075560435179852301016412253602009800031872232761420804306539976220810204913677796961128392686442868524741815732892024613137013599170443939815681313827516308854820419235457578544489551749630302863689773725905288736148678480;683947;
1000;750;482284039183698367247163855666563193466304485137021926744688165745828811748082086751147144636948868746219214197347169818486818535703053890883599494151840111032311896169133599164019027464839145571836861640129840767241912717966638883534779910528;459946;
1000;800;661715556065930365627163346132458831897321703017638669364788134708891795956726411057801285583913163781806953211915554723373931451847059830252175887712457307547649354135460619296383882957897161889636280577155889117185;352853;
1000;850;134317189810040760967419582345250551827110019652137468411615687447705278749477270931573278010693632037185896760556578312544217595725228011658994854183223286803709296180793462348325880;272213;
1000;900;63850511926305130236698511142022274281262900693853331776286816221524376994750901948920974351797699894319420811933446197797592213357065053890;165120;
1000;950;9460461017585217846063722277728044918729694001668654064793569321343252697198115263280;78933;
1000;1000;1;2560;
